Pos,P+,Artist and Title,Days,Pk,(x?),Streams,Streams+,7Day,7Day+,Total,Artist,Title,Country
21,+9,Ahmed Saad - اختياراتي - من فيلم مستر إكس,234,1,(x5),"25,688","+1,247","177,730",+171,"9,734,295",Ahmed Saad,اختياراتي - من فيلم مستر إكس,Egypt
22,-1,Muslim - مُسلِم - Mesh Nadman,773,5,,"25,046","-2,140","188,452","-1,076","12,103,853",Muslim,مُسلِم - Mesh Nadman,Egypt
23,+4,Wegz - البخت,714,1,(x159),"25,019",-348,"184,872",-729,"22,514,710",Wegz,البخت,Egypt
24,+4,Tamer Ashour - Tegy Ntrahn,749,8,,"24,721",-542,"160,402","+3,158","5,698,034",Tamer Ashour,Tegy Ntrahn,Egypt
25,=,Sherine - الوتر الحساس,281,23,,"24,438","-1,536","170,785",+855,"3,604,620",Sherine,الوتر الحساس,Egypt
26,-2,مسلم - غيرك حاول,84,11,,"24,270","-1,987","176,905","-2,036","2,072,447",مسلم,غيرك حاول,Egypt
27,-7,Hamza Namira - Reyah El Hayah,191,3,(x3),"24,002","-3,612","174,779","+2,083","6,068,051",Hamza Namira,Reyah El Hayah,Egypt
28,-6,Reda El Bahrawy - لفينا الدنيا (w/ Muslim),228,2,(x17),"23,637","-3,289","175,269","-1,132","7,289,126",Reda El Bahrawy,لفينا الدنيا (w/ Muslim),Egypt
29,=,Essam Sasa - منحرفين ( في حضورنا الدنيا بتتشقلب ),25,28,,"23,632","-1,134","161,552","+1,287","544,508",Essam Sasa,منحرفين ( في حضورنا الدنيا بتتشقلب ),Egypt
30,-7,Essam Sasa - مسا مني ليكوا,394,1,(x26),"22,965","-3,484","162,424",+85,"12,794,410",Essam Sasa,مسا مني ليكوا,Egypt
1,=,Xavi - La Diabla,63,1,(x46),"50,192",-688,"358,185","-6,997","2,624,430",Xavi,La Diabla,El Salvador
2,=,Feid - LUNA (w/ ATL Jacob),71,2,(x20),"41,019","-2,282","278,591",-261,"2,005,634",Feid,LUNA (w/ ATL Jacob),El Salvador
3,=,Bad Bunny - PERRO NEGRO (w/ Feid),120,1,(x66),"37,701","-2,368","264,595","-3,226","4,680,547",Bad Bunny,PERRO NEGRO (w/ Feid),El Salvador
4,=,Xavi - La Víctima,72,2,(x4),"30,539",-887,"221,954","-4,507","1,776,423",Xavi,La Víctima,El Salvador
5,=,Maluma - Según Quién (w/ Carin Leon),171,2,(x40),"28,190","-2,787","200,092","-2,232","4,468,563",Maluma,Según Quién (w/ Carin Leon),El Salvador
6,+1,Myke Towers - LA FALDA,69,6,,"27,419",-330,"173,820","+3,319","829,168",Myke Towers,LA FALDA,El Salvador
7,-1,KAROL G - QLONA (w/ Peso Pluma),183,1,(x20),"27,229",-976,"184,086",+113,"5,171,773",KAROL G,QLONA (w/ Peso Pluma),El Salvador
8,=,"Calle 24 - Que Onda (w/ Chino Pacas, Fuerza Regida)",161,3,(x1),"25,695","-1,199","174,409",-271,"3,340,802",Calle 24,"Que Onda (w/ Chino Pacas, Fuerza Regida)",El Salvador
9,=,Peso Pluma - BELLAKEO (w/ Anitta),61,5,,"24,239","-1,958","182,231","-5,297","1,364,342",Peso Pluma,BELLAKEO (w/ Anitta),El Salvador
10,+1,Plan B - Es un Secreto,1031,7,,"23,302","+1,033","153,985",-6,"9,413,001",Plan B,Es un Secreto,El Salvador
11,-1,Grupo Frontera - EL AMOR DE SU VIDA (w/ Grupo Firme),191,3,(x10),"22,821","-1,079","165,568","-3,860","3,978,533",Grupo Frontera,EL AMOR DE SU VIDA (w/ Grupo Firme),El Salvador
12,=,Fuerza Regida - HARLEY QUINN (w/ Marshmello),106,5,,"20,411",-868,"145,267","-2,208","2,181,449",Fuerza Regida,HARLEY QUINN (w/ Marshmello),El Salvador
13,+3,Grupo Frontera - un x100to (w/ Bad Bunny),299,1,(x62),"20,338",+432,"126,304","+1,476","8,552,379",Grupo Frontera,un x100to (w/ Bad Bunny),El Salvador
14,-1,Feid - Classy 101 (w/ Young Miko),316,2,(x23),"20,167",-609,"133,048",+784,"7,586,511",Feid,Classy 101 (w/ Young Miko),El Salvador
15,-1,"Bizarrap - Young Miko: Bzrp Music Sessions, Vol. 58 (w/ Young Miko)",30,4,,"19,424",-629,"146,265","-5,075","705,893",Bizarrap,"Young Miko: Bzrp Music Sessions, Vol. 58 (w/ Young Miko)",El Salvador
16,-1,Myke Towers - LALA,229,1,(x79),"18,474","-1,578","126,723",-552,"6,565,950",Myke Towers,LALA,El Salvador
17,+1,KAROL G - AMARGURA,296,11,,"18,123",+351,"116,997",+767,"4,082,262",KAROL G,AMARGURA,El Salvador
18,-1,Carin Leon - Primera Cita,248,3,(x2),"17,164","-1,591","125,221","-2,314","4,559,408",Carin Leon,Primera Cita,El Salvador
19,=,Kali Uchis - Igual Que Un Ángel (w/ Peso Pluma),29,10,,"16,401",-995,"126,828","-4,004","578,313",Kali Uchis,Igual Que Un Ángel (w/ Peso Pluma),El Salvador
20,=,Oscar Ortiz - FIRST LOVE (w/ Edgardo Nuñez),21,18,,"16,383",-777,"116,336",-609,"272,961",Oscar Ortiz,FIRST LOVE (w/ Edgardo Nuñez),El Salvador
21,=,Feid - Feliz Cumpleaños Ferxxo,540,2,(x3),"16,135",-776,"115,205","-1,313","10,488,915",Feid,Feliz Cumpleaños Ferxxo,El Salvador
22,=,Rauw Alejandro - DILUVIO,114,18,,"15,690",-761,"106,088",-398,"1,402,181",Rauw Alejandro,DILUVIO,El Salvador
23,=,Quevedo - Columbia,218,3,(x7),"15,124","-1,162","110,800","-2,153","3,968,230",Quevedo,Columbia,El Salvador
24,+1,Bad Bunny - Me Porto Bonito (w/ Chencho Corleone),645,1,(x179),"14,734",-248,"95,105",+416,"16,497,101",Bad Bunny,Me Porto Bonito (w/ Chencho Corleone),El Salvador
25,-1,Jere Klein - ANDO (w/ Gittobeatz),75,24,,"14,279","-1,233","102,675","-1,207","875,235",Jere Klein,ANDO (w/ Gittobeatz),El Salvador
26,+3,Tego Calderón - Pa' Que Retozen,1179,24,,"14,095",+25,"100,222","-1,708","7,693,321",Tego Calderón,Pa' Que Retozen,El Salvador
27,=,KAROL G - MI EX TENÍA RAZÓN,183,2,(x1),"14,060",-467,"91,229",+803,"2,887,620",KAROL G,MI EX TENÍA RAZÓN,El Salvador
28,-2,Bad Bunny - MONACO,120,1,(x7),"13,857",-723,"101,229","-2,141","3,075,852",Bad Bunny,MONACO,El Salvador
29,-1,Bellakath - Reggaeton Champagne (w/ Dani Flow),128,6,,"13,319",-884,"102,292","-3,155","2,209,424",Bellakath,Reggaeton Champagne (w/ Dani Flow),El Salvador
30,=,Ozuna - Hey Mor (w/ Feid),491,1,(x2),"13,175",-850,"92,992","-1,116","9,261,532",Ozuna,Hey Mor (w/ Feid),El Salvador
1,=,5MIINUST - (nendest) narkootikumidest ei tea me (küll) midagi (w/ Puuluup),64,1,(x48),"8,713",+952,"55,875","-1,700","452,011",5MIINUST,(nendest) narkootikumidest ei tea me (küll) midagi (w/ Puuluup),Estonia
2,NEW,Karl Killing - sinust saati (w/ Anne Veski),1,2,(x1),"6,685",,"6,685","+6,685","6,685",Karl Killing,sinust saati (w/ Anne Veski),Estonia
3,-1,21 Savage - redrum,29,2,(x5),"5,451",+313,"32,571",+432,"138,240",21 Savage,redrum,Estonia
4,-1,Mikael Gabriel - Vox Populi (w/ nublu),22,1,(x1),"5,421",+324,"35,466","-1,387","169,847",Mikael Gabriel,Vox Populi (w/ nublu),Estonia
5,+1,nublu - heikki???,169,1,(x9),"5,214",+745,"32,022",-533,"775,537",nublu,heikki???,Estonia
6,-2,Rich Amiri - ONE CALL,34,4,,"5,083",+439,"30,907",+273,"106,617",Rich Amiri,ONE CALL,Estonia
7,+2,nublu - trammipark!!,72,1,(x4),"4,787",+724,"28,672",-95,"311,621",nublu,trammipark!!,Estonia
8,-1,"cassö - Prada (w/ RAYE, D-Block Europe)",182,2,(x21),"4,666",+511,"27,140",-4,"741,409",cassö,"Prada (w/ RAYE, D-Block Europe)",Estonia
9,-4,"Niyi - Outsiders (w/ Crossdaboss, JaySynths)",6,2,(x1),"4,206",-281,"21,957","+4,206","21,957",Niyi,"Outsiders (w/ Crossdaboss, JaySynths)",Estonia
10,+4,Fred again.. - leavemealone (w/ Baby Keem),64,1,(x1),"4,076",+504,"24,685",-85,"212,870",Fred again..,leavemealone (w/ Baby Keem),Estonia
11,-3,Chillin - S Klass (w/ Clicherik),4,7,,"4,054",-13,"15,622","+4,054","15,622",Chillin,S Klass (w/ Clicherik),Estonia
12,+3,Benson Boone - Beautiful Things,22,7,,"4,003",+509,"25,086",+158,"67,178",Benson Boone,Beautiful Things,Estonia
13,-3,Flo Milli - Never Lose Me,37,8,,"3,982",+96,"26,076",-81,"112,315",Flo Milli,Never Lose Me,Estonia
14,-2,Kenya Grace - Strangers,162,1,(x66),"3,977",+207,"25,021",-39,"901,511",Kenya Grace,Strangers,Estonia
15,-4,Travis Scott - FE!N,195,1,(x1),"3,903",+67,"22,788",+725,"400,476",Travis Scott,FE!N,Estonia
16,=,villemdrillem - leekiv armastus,234,1,(x47),"3,775",+581,"22,303",-24,"1,031,138",villemdrillem,leekiv armastus,Estonia
17,-4,Tate McRae - greedy,148,2,(x3),"3,731",+9,"24,992",-156,"566,488",Tate McRae,greedy,Estonia
18,=,"5MIINUST - kõrvetab (w/ nublu, NEXUS)",253,1,(x12),"3,642",+551,"22,222",-475,"1,078,398",5MIINUST,"kõrvetab (w/ nublu, NEXUS)",Estonia
19,=,Jack Harlow - Lovin On Me,92,1,(x1),"3,385",+305,"21,227",-257,"316,076",Jack Harlow,Lovin On Me,Estonia
20,NEW,DT Brown - Aye Ole,1,20,,"3,345",,"3,345","+3,345","3,345",DT Brown,Aye Ole,Estonia
21,-4,"The Weeknd - One Of The Girls (w/ JENNIE, Lily-Rose Depp)",97,15,,"3,265",+135,"21,292",-46,"204,337",The Weeknd,"One Of The Girls (w/ JENNIE, Lily-Rose Depp)",Estonia
22,-2,"The Weeknd - Popular (w/ Playboi Carti, Madonna)",253,2,(x2),"3,263",+198,"21,079",-375,"608,388",The Weeknd,"Popular (w/ Playboi Carti, Madonna)",Estonia
23,-2,Arop - A.I.A. (Anna Inimesele Andeks) (w/ Lea Dali Lion),22,3,(x5),"3,244",+253,"20,391",-617,"87,092",Arop,A.I.A. (Anna Inimesele Andeks) (w/ Lea Dali Lion),Estonia
24,-1,Natasha Bedingfield - Unwritten,38,18,,"3,213",+286,"19,690",+18,"94,782",Natasha Bedingfield,Unwritten,Estonia
25,-3,Teddy Swims - Lose Control,39,21,,"2,986",+35,"19,004",+288,"71,840",Teddy Swims,Lose Control,Estonia
26,+2,"Chase & Status - Baddadan (w/ Bou, Flowdan, IRAH, Trigga, Takura)",196,8,,"2,936",+278,"17,526",-187,"450,775",Chase & Status,"Baddadan (w/ Bou, Flowdan, IRAH, Trigga, Takura)",Estonia
27,+5,BENNETT - Vois sur ton chemin - Techno Mix,124,13,,"2,910",+373,"17,857",-396,"228,214",BENNETT,Vois sur ton chemin - Techno Mix,Estonia
28,-4,Travis Scott - MY EYES,194,7,,"2,893",+60,"18,405",+349,"329,068",Travis Scott,MY EYES,Estonia
29,-2,"Drake - Rich Baby Daddy (w/ Sexyy Red, SZA)",118,9,,"2,888",+197,"18,477",-284,"224,162",Drake,"Rich Baby Daddy (w/ Sexyy Red, SZA)",Estonia
30,NEW,"¥$ - Talking / Once Again (w/ Kanye West, Ty Dolla $ign, North West)",1,30,,"2,880",,"2,880","+2,880","2,880",¥$,"Talking / Once Again (w/ Kanye West, Ty Dolla $ign, North West)",Estonia
1,=,Ege Zulu - Tunnista tuntiin (w/ BEHM),9,1,(x8),"140,357","+14,451","973,503","-48,856","1,171,390",Ege Zulu,Tunnista tuntiin (w/ BEHM),Finland
2,=,Mirella - Timanttei,37,1,(x24),"130,618","+14,391","839,456","-11,729","5,319,333",Mirella,Timanttei,Finland
3,NEW,Käärijä - Ruoska (w/ Erika Vikman),1,3,(x1),"123,072",,"123,072","+123,072","123,072",Käärijä,Ruoska (w/ Erika Vikman),Finland
4,-1,ANI - Jos puhutaan totta,16,1,(x4),"116,459","+11,723","764,683","-11,364","1,914,423",ANI,Jos puhutaan totta,Finland
5,=,Sara Siipola - Paskana,26,2,(x2),"79,100","+16,671","448,705","+5,684","1,968,486",Sara Siipola,Paskana,Finland
6,-2,AHTI - Väärään aikaan (w/ HUGO),65,1,(x25),"78,589","+7,539","502,795","-6,236","6,417,496",AHTI,Väärään aikaan (w/ HUGO),Finland
7,NEW,costee - Anteeks (w/ Fabe),1,7,,"74,413",,"74,413","+74,413","74,413",costee,Anteeks (w/ Fabe),Finland
8,-2,HUGO - Taulut (w/ Costi),155,1,(x53),"65,583","+5,420","429,169","-7,006","13,690,944",HUGO,Taulut (w/ Costi),Finland
9,=,Mirella - Sua sattuu,113,5,,"64,320","+12,392","408,202","-10,472","4,362,576",Mirella,Sua sattuu,Finland
10,-3,HUGO - Sun puolesta,37,4,,"61,811","+5,984","416,173","-13,298","2,478,490",HUGO,Sun puolesta,Finland
11,=,KUUMAA - Satama,71,3,(x1),"57,417","+13,972","328,099","+6,102","3,256,909",KUUMAA,Satama,Finland
12,-4,KERZA - Love Song (w/ william),9,5,,"56,014","+2,832","416,031","-41,068","521,612",KERZA,Love Song (w/ william),Finland
13,-3,Bee - Sä puhuit enkeleistä,70,4,,"54,361","+4,189","363,350","-6,813","2,976,632",Bee,Sä puhuit enkeleistä,Finland
14,-1,Gettomasa - Hautajaiset (w/ Sexmane),37,2,(x7),"47,381","+5,014","309,939","-8,229","2,634,342",Gettomasa,Hautajaiset (w/ Sexmane),Finland
15,+4,Mikael Gabriel - Vox Populi (w/ nublu),22,2,(x1),"46,036","+11,363","260,151",+293,"1,166,478",Mikael Gabriel,Vox Populi (w/ nublu),Finland
16,NEW,emma - Hupsista,1,16,,"45,994",,"45,994","+45,994","45,994",emma,Hupsista,Finland
17,-5,Jami Faltin - Musta Kissa,8,4,,"45,746","+2,816","366,246","-55,456","467,448",Jami Faltin,Musta Kissa,Finland
18,-3,Robin Packalen - Kuumilla hiilillä,15,3,(x1),"43,419","+4,915","292,421","-12,564","855,431",Robin Packalen,Kuumilla hiilillä,Finland
19,-1,Isac Elliot - Sua Ei Oo,57,4,,"43,105","+7,226","277,439","+6,630","2,645,569",Isac Elliot,Sua Ei Oo,Finland
20,-4,Cledos - Jos mä oisin sä,72,1,(x7),"42,548","+4,046","273,600","-6,860","4,562,121",Cledos,Jos mä oisin sä,Finland
21,-7,pehmoaino - päivänvaloo (w/ Lauri Haav),37,3,(x1),"41,167","+2,129","280,452","-6,754","2,116,198",pehmoaino,päivänvaloo (w/ Lauri Haav),Finland
22,NEW,VJ - Do This For Fun,1,22,,"40,592",,"40,592","+40,592","40,592",VJ,Do This For Fun,Finland
23,+1,Sexmane - MANIA,30,2,(x1),"39,296","+8,689","226,939","+1,834","1,547,102",Sexmane,MANIA,Finland
24,-4,jambo - elefantti huonees,8,13,,"38,975","+4,513","259,235","-20,287","318,497",jambo,elefantti huonees,Finland
25,-8,Averagekidluke - Rich Man (w/ Turisti),57,3,(x4),"38,319","+2,096","259,731","-6,764","2,917,406",Averagekidluke,Rich Man (w/ Turisti),Finland
26,-5,Cledos - Kysyinksmä? (w/ Turisti),15,5,,"37,090","+3,220","249,327","-7,726","684,088",Cledos,Kysyinksmä? (w/ Turisti),Finland
27,-5,TUULI - Kevlar,37,3,(x2),"34,266","+2,783","234,763","-7,192","1,878,634",TUULI,Kevlar,Finland
28,-3,ibe - BLONDINA,261,1,(x56),"33,861","+3,591","216,059","-2,472","15,490,998",ibe,BLONDINA,Finland
29,-6,Jaakko Kulta - Huone (w/ Ellis),65,3,(x5),"33,080","+1,891","224,458","-5,211","3,151,159",Jaakko Kulta,Huone (w/ Ellis),Finland
30,+7,KUUMAA - Ylivoimainen,387,1,(x13),"31,887","+8,194","190,243",+719,"18,237,275",KUUMAA,Ylivoimainen,Finland
1,=,Pierre Garnier - Ceux qu'on était (w/ Star Academy),3,1,(x3),"930,959","+59,059","2,803,964","+930,959","2,803,964",Pierre Garnier,Ceux qu'on était (w/ Star Academy),France
2,NEW,Booba - Dolce Camara (w/ SDM),1,2,(x1),"632,677",,"632,677","+632,677","632,677",Booba,Dolce Camara (w/ SDM),France
3,-1,"Jungeli - Petit génie (w/ Imen Es, Alonzo, Abou Debeing, Lossa)",190,1,(x127),"444,438","+75,323","2,738,249",+869,"73,678,468",Jungeli,"Petit génie (w/ Imen Es, Alonzo, Abou Debeing, Lossa)",France
4,NEW,Booba - Saga,1,4,,"406,003",,"406,003","+406,003","406,003",Booba,Saga,France
5,+16,Booba - 6G,8,2,(x1),"387,104","+201,721","1,534,800","+58,017","1,863,887",Booba,6G,France
6,NEW,Booba - Rebel,1,6,,"379,017",,"379,017","+379,017","379,017",Booba,Rebel,France
7,-4,Dadju - I love you (w/ Tayc),64,2,(x3),"363,975","+46,241","2,177,870","+69,177","15,592,832",Dadju,I love you (w/ Tayc),France
8,+6,Werenoi - 16.02.2024,3,8,,"347,025","+130,274","761,551","+347,025","761,551",Werenoi,16.02.2024,France
9,-5,iñigo quintero - Si No Estás,137,1,(x9),"340,037","+54,864","2,015,125","+39,664","45,569,039",iñigo quintero,Si No Estás,France
10,RE,Booba - Sport Billy,11,10,,"301,820",,"301,820","+301,820","1,166,241",Booba,Sport Billy,France
11,-5,Favé - FLASHBACK (w/ Gazo),148,2,(x62),"300,168","+49,747","1,903,084","-8,844","44,527,362",Favé,FLASHBACK (w/ Gazo),France
12,NEW,Booba - Abidal (w/ Sicario),1,12,,"292,425",,"292,425","+292,425","292,425",Booba,Abidal (w/ Sicario),France
13,-8,Zola - Temps en temps (w/ Koba LaD),15,2,(x1),"283,297","+22,968","1,834,961","-9,820","4,237,031",Zola,Temps en temps (w/ Koba LaD),France
14,-7,PLK - Ça mène à rien (w/ Gazo),22,2,(x8),"279,429","+33,521","1,721,275","-37,738","6,618,870",PLK,Ça mène à rien (w/ Gazo),France
15,-7,Teddy Swims - Lose Control,92,8,,"277,425","+32,926","1,707,340","+20,803","15,574,638",Teddy Swims,Lose Control,France
16,-5,KeBlack - LAISSE MOI,155,2,(x7),"272,616","+45,495","1,646,273","+12,170","46,245,900",KeBlack,LAISSE MOI,France
17,NEW,Booba - Bénigni (w/ USKY),1,17,,"260,608",,"260,608","+260,608","260,608",Booba,Bénigni (w/ USKY),France
18,-5,Soolking - Casanova (w/ Gazo),218,1,(x19),"260,462","+42,920","1,604,409",+842,"67,170,798",Soolking,Casanova (w/ Gazo),France
19,-9,Werenoi - Tu connais,139,9,,"260,032","+24,022","1,609,540","+20,443","15,212,587",Werenoi,Tu connais,France
20,-8,Tate McRae - greedy,148,5,,"244,290","+17,988","1,611,102","-3,670","31,547,430",Tate McRae,greedy,France
21,-12,PLK - Faut pas (w/ Jul),8,4,,"242,889",-48,"1,675,827","-73,787","1,992,503",PLK,Faut pas (w/ Jul),France
22,RE,Booba - Signé,25,22,,"237,472",,"237,472","+237,472","2,235,025",Booba,Signé,France
23,NEW,"Booba - GM (w/ Evil P, Gato)",1,23,,"233,181",,"233,181","+233,181","233,181",Booba,"GM (w/ Evil P, Gato)",France
24,-8,Dua Lipa - Houdini,92,8,,"231,664","+24,562","1,473,634","+3,799","16,881,082",Dua Lipa,Houdini,France
25,-10,Kaaris - Panama (w/ Hamza),43,7,,"229,777","+15,918","1,540,601","-23,212","7,651,619",Kaaris,Panama (w/ Hamza),France
26,NEW,Booba - CVBSP,1,26,,"228,133",,"228,133","+228,133","228,133",Booba,CVBSP,France
27,-10,Gazo - MAMI WATA (w/ Tiakola),70,15,,"225,311","+21,630","1,397,182","+18,243","8,587,381",Gazo,MAMI WATA (w/ Tiakola),France
28,-10,Werenoi - Chemin d'or,328,14,,"221,577","+24,256","1,385,303","+6,351","34,108,449",Werenoi,Chemin d'or,France
29,-9,Werenoi - Laboratoire,337,7,,"217,328","+29,718","1,339,115","+12,911","59,094,902",Werenoi,Laboratoire,France
30,-6,SANTA - Popcorn Salé,159,9,,"212,798","+40,530","1,246,313","+32,388","20,863,864",SANTA,Popcorn Salé,France
1,NEW,AYLIVA - Lieb mich,1,1,(x1),"638,325",,"638,325","+638,325","638,325",AYLIVA,Lieb mich,Germany
2,NEW,"skrt cobain - schwarzer toyota (w/ Mark Forster, Ski Aggu)",1,2,(x1),"577,611",,"577,611","+577,611","577,611",skrt cobain,"schwarzer toyota (w/ Mark Forster, Ski Aggu)",Germany
3,=,Benson Boone - Beautiful Things,22,1,(x4),"458,635","+60,625","2,889,474","+31,553","6,958,220",Benson Boone,Beautiful Things,Germany
4,NEW,Luciano - Another Vibe (w/ Omah Lay),1,4,,"433,783",,"433,783","+433,783","433,783",Luciano,Another Vibe (w/ Omah Lay),Germany
5,-3,Natasha Bedingfield - Unwritten,28,1,(x2),"430,209","+26,172","2,790,196","+22,285","7,564,468",Natasha Bedingfield,Unwritten,Germany
6,NEW,Bonez MC - auf alles! (w/ Nizi19),1,6,,"418,768",,"418,768","+418,768","418,768",Bonez MC,auf alles! (w/ Nizi19),Germany
7,-3,BENNETT - Vois sur ton chemin - Techno Mix,189,1,(x27),"413,940","+47,606","2,560,251","-21,251","73,905,617",BENNETT,Vois sur ton chemin - Techno Mix,Germany
8,NEW,Tream - HERZ MACHT BAMM (w/ treamiboii),1,8,,"376,118",,"376,118","+376,118","376,118",Tream,HERZ MACHT BAMM (w/ treamiboii),Germany
9,NEW,Luciano - DTMS,1,9,,"335,575",,"335,575","+335,575","335,575",Luciano,DTMS,Germany
10,-4,"Alok - LET'S GET FKD UP (w/ Mondello'G, CERES, Tribbs)",63,5,,"331,605","+32,162","2,071,589","-14,709","14,215,724",Alok,"LET'S GET FKD UP (w/ Mondello'G, CERES, Tribbs)",Germany
11,-1,YAKARY - sonnenbank.mp3,78,1,(x3),"317,483","+36,641","2,009,130","-28,476","30,962,367",YAKARY,sonnenbank.mp3,Germany
12,=,soffie - Für immer Frühling,8,8,,"314,438","+39,218","1,810,486","+22,900","2,102,024",soffie,Für immer Frühling,Germany
13,-6,Tate McRae - greedy,148,1,(x9),"308,637","+9,951","2,110,106","-35,475","51,399,285",Tate McRae,greedy,Germany
14,-3,"cassö - Prada (w/ RAYE, D-Block Europe)",182,1,(x1),"307,549","+29,662","1,916,097","-15,852","66,754,603",cassö,"Prada (w/ RAYE, D-Block Europe)",Germany
15,-7,Jack Harlow - Lovin On Me,92,2,(x6),"299,062","+16,055","1,989,800","-42,813","27,227,805",Jack Harlow,Lovin On Me,Germany
16,-15,Querbeat - Nie mehr Fastelovend,57,1,(x1),"298,234","-146,316","1,291,236","+205,893","6,008,406",Querbeat,Nie mehr Fastelovend,Germany
17,NEW,"FiNCH - ONE NiGHT STAND (ONS) (w/ Katja Krasavice, Luca-Dante Spadafora, Niklas Dee)",1,17,,"271,577",,"271,577","+271,577","271,577",FiNCH,"ONE NiGHT STAND (ONS) (w/ Katja Krasavice, Luca-Dante Spadafora, Niklas Dee)",Germany
18,=,Ofenbach - Overdrive (w/ Norma Jean Martine),87,9,,"264,643","+25,026","1,699,276","-21,294","15,930,109",Ofenbach,Overdrive (w/ Norma Jean Martine),Germany
19,-2,"Dimitri Vegas & Like Mike - Thank You (Not So Bad) (w/ Tiësto, Dido, W&W, Dimitri Vegas, Like Mike)",55,11,,"263,318","+20,823","1,598,963","+5,637","7,701,167",Dimitri Vegas & Like Mike,"Thank You (Not So Bad) (w/ Tiësto, Dido, W&W, Dimitri Vegas, Like Mike)",Germany
20,=,Kenya Grace - Strangers,162,2,(x9),"232,427","+14,630","1,512,056","-14,290","51,551,124",Kenya Grace,Strangers,Germany
21,=,CIVO - Keine Homies (w/ Maxe),22,8,,"231,836","+20,522","1,515,293","-27,042","5,278,312",CIVO,Keine Homies (w/ Maxe),Germany
22,+18,Luciano - What Happened,11,1,(x1),"228,763","+56,498","1,447,116","-216,019","2,424,141",Luciano,What Happened,Germany
23,NEW,Olexesh - Schutzengel (w/ MEL),1,23,,"224,171",,"224,171","+224,171","224,171",Olexesh,Schutzengel (w/ MEL),Germany
24,-1,"Luca-Dante Spadafora - Mädchen auf dem Pferd (w/ Niklas Dee, Octavian, Peter Plate, Ulf Leo Sommer)",253,1,(x31),"219,115","+12,202","1,266,048","+13,690","77,530,460",Luca,"Dante Spadafora - Mädchen auf dem Pferd (w/ Niklas Dee, Octavian, Peter Plate, Ulf Leo Sommer)",Germany
25,-3,Teddy Swims - Lose Control,38,12,,"218,969","+8,986","1,475,231","-10,213","5,704,261",Teddy Swims,Lose Control,Germany
26,+2,BILLA JOE - BUSINESS STRAIGHT (w/ Faroon),22,1,(x1),"216,387","+21,722","1,449,533","-57,750","6,261,108",BILLA JOE,BUSINESS STRAIGHT (w/ Faroon),Germany
27,+5,CYRIL - Stumblin' In,33,19,,"215,340","+29,266","1,224,979","+37,886","3,933,612",CYRIL,Stumblin' In,Germany
28,-1,FiNCH - LiEBE AUF DER RÜCKBANK (w/ Tream),252,13,,"213,261","+17,884","1,236,374","+5,224","45,682,085",FiNCH,LiEBE AUF DER RÜCKBANK (w/ Tream),Germany
29,-4,"Luciano - WONDERFUL LIFE (w/ Hurts, 6PM RECORDS, SIRA)",43,1,(x6),"211,529","+10,235","1,421,412","-44,921","14,877,979",Luciano,"WONDERFUL LIFE (w/ Hurts, 6PM RECORDS, SIRA)",Germany
30,+5,AYLIVA - Hässlich,169,1,(x18),"210,352","+30,564","1,262,444","+6,357","54,406,883",AYLIVA,Hässlich,Germany
1,NEW,TOQUEL - Success Freestyle (w/ Ioannis),1,1,(x1),"168,236",,"168,236","+168,236","168,236",TOQUEL,Success Freestyle (w/ Ioannis),Greece
2,-1,"TOQUEL - Allou (w/ LILA, Beyond)",93,1,(x33),"115,606","+8,560","740,874","+5,026","10,895,821",TOQUEL,"Allou (w/ LILA, Beyond)",Greece
3,-1,FLY LO - Magia,26,1,(x3),"109,427","+9,022","738,732","-6,593","3,073,963",FLY LO,Magia,Greece
